0,1,2
12,2,"הָעָם הַהֹלְכִים בַּחֹשֶׁךְ רָאוּ אוֹר גָּדוֹל יֹשְׁבֵי בְּאֶרֶץ צַלְמָוֶת אוֹר נָגַהּ עֲלֵיהֶם ׃"
12,3,"הִרְבִּיתָ הַגּוֹי לֹא (לוֹ) הִגְדַּלְתָּ הַשִּׂמְחָה שָׂמְחוּ לְפָנֶיךָ כְּשִׂמְחַת בַּקָּצִיר כַּאֲשֶׁר יָגִילוּ בְּחַלְּקָם שָׁלָל ׃"
12,4,"כִּי אֶת־עֹל סֻבֳּלוֹ וְאֵת מַטֵּה שִׁכְמוֹ שֵׁבֶט הַנֹּגֵשׂ בּוֹ הַחִתֹּתָ כְּיוֹם מִדְיָן ׃"
12,5,"כִּי כָל־סְאוֹן סֹאֵן בְּרַעַשׁ וְשִׂמְלָה מְגוֹלָלָה בְדָמִים וְהָיְתָה לִשְׂרֵפָה מַאֲכֹלֶת אֵשׁ ׃"
12,6,"כִּי־יֶלֶד יֻלַּד־לָנוּ בֵּן נִתַּן־לָנוּ וַתְּהִי הַמִּשְׂרָה עַל־שִׁכְמוֹ וַיִּקְרָא שְׁמוֹ פֶּלֶא יוֹעֵץ אֵל גִּבּוֹר אֲבִיעַד שַׂר־שָׁלוֹם ׃"
12,7,"לְמַרְבֵּה (לְמַרְבֵּה) הַמִּשְׂרָה וּלְשָׁלוֹם אֵין־קֵץ עַל־כִּסֵּא דָוִד וְעַל־מַמְלַכְתּוֹ לְהָכִין אֹתָהּ וּלְסַעֲדָהּ בְּמִשְׁפָּט וּבִצְדָקָה מֵעַתָּה וְעַד־עוֹלָם קִנְאַת יְהוָה צְבָאוֹת תַּעֲשֶׂה־זֹּאת ׃"
12,8,"דָּבָר שָׁלַח אֲדֹנָי בְּיַעֲקֹב וְנָפַל בְּיִשְׂרָאֵל ׃"
12,9,"וְיָדְעוּ הָעָם כֻּלּוֹ אֶפְרַיִם וְיוֹשֵׁב שֹׁמְרוֹן בְּגַאֲוָה וּבְגֹדֶל לֵבָב לֵאמֹר ׃"
12,10,"לְבֵנִים נָפָלוּ וְגָזִית נִבְנֶה שִׁקְמִים גֻּדָּעוּ וַאֲרָזִים נַחֲלִיף ׃"
12,11,"וַיְשַׂגֵּב יְהוָה אֶת־צָרֵי רְצִין עָלָיו וְאֶת־אֹיְבָיו יְסַכְסֵךְ ׃"
12,12,"אֲרָם מִקֶּדֶם וּפְלִשְׁתִּים מֵאָחוֹר וַיֹּאכְלוּ אֶת־יִשְׂרָאֵל בְּכָל־פֶּה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
12,13,"וְהָעָם לֹא־שָׁב עַד־הַמַּכֵּהוּ וְאֶת־יְהוָה צְבָאוֹת לֹא דָרָשׁוּ ׃"
12,14,"וַיַּכְרֵת יְהוָה מִיִּשְׂרָאֵל רֹאשׁ וְזָנָב כִּפָּה וְאַגְמוֹן יוֹם אֶחָד ׃"
12,15,"זָקֵן וּנְשׂוּא־פָנִים הוּא הָרֹאשׁ וְנָבִיא מוֹרֶה־שֶּׁקֶר הוּא הַזָּנָב ׃"
12,16,"וַיִּהְיוּ מְאַשְּׁרֵי הָעָם־הַזֶּה מַתְעִים וּמְאֻשָּׁרָיו מְבֻלָּעִים ׃"
12,17,"עַל־כֵּן עַל־בַּחוּרָיו לֹא־יִשְׂמַח אֲדֹנָי וְאֶת־יְתֹמָיו וְאֶת־אַלְמְנֹתָיו לֹא יְרַחֵם כִּי כֻלּוֹ חָנֵף וּמֵרַע וְכָל־פֶּה דֹּבֵר נְבָלָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
12,18,"כִּי־בָעֲרָה כָאֵשׁ רִשְׁעָה שָׁמִיר וָשַׁיִת תֹּאכֵל וַתִּצַּת בְּסִבְכֵי הַיַּעַר וַיִּתְאַבְּכוּ גֵּאוּת עָשָׁן ׃"
12,19,"בְּעֶבְרַת יְהוָה צְבָאוֹת נֶעְתַּם אָרֶץ וַיְהִי הָעָם כְּמַאֲכֹלֶת אֵשׁ אִישׁ אֶל־אָחִיו לֹא יַחְמֹלוּ ׃"
12,20,"וַיִּגְזֹר עַל־יָמִין וְרָעֵב וַיֹּאכַל עַל־שְׂמֹאול וְלֹא שָׂבֵעוּ אִישׁ בְּשַׂר־זְרֹעוֹ יֹאכֵלוּ ׃"
12,21,"מְנַשֶּׁה אֶת־אֶפְרַיִם וְאֶפְרַיִם אֶת־מְנַשֶּׁה יַחְדָּו הֵמָּה עַל־יְהוּדָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
13,1,"כִּי לֹא מוּעָף לַאֲשֶׁר מוּצָק לָהּ כָּעֵת הָרִאשׁוֹן הֵקַל אַרְצָה זְבֻלוּן וְאַרְצָה נַפְתָּלִי וְהָאַחֲרוֹן הִכְבִּיד דֶּרֶךְ הַיָּם עֵבֶר הַיַּרְדֵּן גְּלִיל הַגּוֹיִם ׃"
13,2,"הָעָם הַהֹלְכִים בַּחֹשֶׁךְ רָאוּ אוֹר גָּדוֹל יֹשְׁבֵי בְּאֶרֶץ צַלְמָוֶת אוֹר נָגַהּ עֲלֵיהֶם ׃"
13,3,"הִרְבִּיתָ הַגּוֹי לֹא (לוֹ) הִגְדַּלְתָּ הַשִּׂמְחָה שָׂמְחוּ לְפָנֶיךָ כְּשִׂמְחַת בַּקָּצִיר כַּאֲשֶׁר יָגִילוּ בְּחַלְּקָם שָׁלָל ׃"
13,4,"כִּי אֶת־עֹל סֻבֳּלוֹ וְאֵת מַטֵּה שִׁכְמוֹ שֵׁבֶט הַנֹּגֵשׂ בּוֹ הַחִתֹּתָ כְּיוֹם מִדְיָן ׃"
13,5,"כִּי כָל־סְאוֹן סֹאֵן בְּרַעַשׁ וְשִׂמְלָה מְגוֹלָלָה בְדָמִים וְהָיְתָה לִשְׂרֵפָה מַאֲכֹלֶת אֵשׁ ׃"
13,6,"כִּי־יֶלֶד יֻלַּד־לָנוּ בֵּן נִתַּן־לָנוּ וַתְּהִי הַמִּשְׂרָה עַל־שִׁכְמוֹ וַיִּקְרָא שְׁמוֹ פֶּלֶא יוֹעֵץ אֵל גִּבּוֹר אֲבִיעַד שַׂר־שָׁלוֹם ׃"
13,7,"לְמַרְבֵּה (לְמַרְבֵּה) הַמִּשְׂרָה וּלְשָׁלוֹם אֵין־קֵץ עַל־כִּסֵּא דָוִד וְעַל־מַמְלַכְתּוֹ לְהָכִין אֹתָהּ וּלְסַעֲדָהּ בְּמִשְׁפָּט וּבִצְדָקָה מֵעַתָּה וְעַד־עוֹלָם קִנְאַת יְהוָה צְבָאוֹת תַּעֲשֶׂה־זֹּאת ׃"
13,8,"דָּבָר שָׁלַח אֲדֹנָי בְּיַעֲקֹב וְנָפַל בְּיִשְׂרָאֵל ׃"
13,9,"וְיָדְעוּ הָעָם כֻּלּוֹ אֶפְרַיִם וְיוֹשֵׁב שֹׁמְרוֹן בְּגַאֲוָה וּבְגֹדֶל לֵבָב לֵאמֹר ׃"
13,10,"לְבֵנִים נָפָלוּ וְגָזִית נִבְנֶה שִׁקְמִים גֻּדָּעוּ וַאֲרָזִים נַחֲלִיף ׃"
13,11,"וַיְשַׂגֵּב יְהוָה אֶת־צָרֵי רְצִין עָלָיו וְאֶת־אֹיְבָיו יְסַכְסֵךְ ׃"
13,12,"אֲרָם מִקֶּדֶם וּפְלִשְׁתִּים מֵאָחוֹר וַיֹּאכְלוּ אֶת־יִשְׂרָאֵל בְּכָל־פֶּה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
13,13,"וְהָעָם לֹא־שָׁב עַד־הַמַּכֵּהוּ וְאֶת־יְהוָה צְבָאוֹת לֹא דָרָשׁוּ ׃"
13,14,"וַיַּכְרֵת יְהוָה מִיִּשְׂרָאֵל רֹאשׁ וְזָנָב כִּפָּה וְאַגְמוֹן יוֹם אֶחָד ׃"
13,15,"זָקֵן וּנְשׂוּא־פָנִים הוּא הָרֹאשׁ וְנָבִיא מוֹרֶה־שֶּׁקֶר הוּא הַזָּנָב ׃"
13,16,"וַיִּהְיוּ מְאַשְּׁרֵי הָעָם־הַזֶּה מַתְעִים וּמְאֻשָּׁרָיו מְבֻלָּעִים ׃"
13,17,"עַל־כֵּן עַל־בַּחוּרָיו לֹא־יִשְׂמַח אֲדֹנָי וְאֶת־יְתֹמָיו וְאֶת־אַלְמְנֹתָיו לֹא יְרַחֵם כִּי כֻלּוֹ חָנֵף וּמֵרַע וְכָל־פֶּה דֹּבֵר נְבָלָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
13,18,"כִּי־בָעֲרָה כָאֵשׁ רִשְׁעָה שָׁמִיר וָשַׁיִת תֹּאכֵל וַתִּצַּת בְּסִבְכֵי הַיַּעַר וַיִּתְאַבְּכוּ גֵּאוּת עָשָׁן ׃"
13,19,"בְּעֶבְרַת יְהוָה צְבָאוֹת נֶעְתַּם אָרֶץ וַיְהִי הָעָם כְּמַאֲכֹלֶת אֵשׁ אִישׁ אֶל־אָחִיו לֹא יַחְמֹלוּ ׃"
13,20,"וַיִּגְזֹר עַל־יָמִין וְרָעֵב וַיֹּאכַל עַל־שְׂמֹאול וְלֹא שָׂבֵעוּ אִישׁ בְּשַׂר־זְרֹעוֹ יֹאכֵלוּ ׃"
13,21,"מְנַשֶּׁה אֶת־אֶפְרַיִם וְאֶפְרַיִם אֶת־מְנַשֶּׁה יַחְדָּו הֵמָּה עַל־יְהוּדָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
14,1,"כִּי לֹא מוּעָף לַאֲשֶׁר מוּצָק לָהּ כָּעֵת הָרִאשׁוֹן הֵקַל אַרְצָה זְבֻלוּן וְאַרְצָה נַפְתָּלִי וְהָאַחֲרוֹן הִכְבִּיד דֶּרֶךְ הַיָּם עֵבֶר הַיַּרְדֵּן גְּלִיל הַגּוֹיִם ׃"
14,2,"הָעָם הַהֹלְכִים בַּחֹשֶׁךְ רָאוּ אוֹר גָּדוֹל יֹשְׁבֵי בְּאֶרֶץ צַלְמָוֶת אוֹר נָגַהּ עֲלֵיהֶם ׃"
14,3,"הִרְבִּיתָ הַגּוֹי לֹא (לוֹ) הִגְדַּלְתָּ הַשִּׂמְחָה שָׂמְחוּ לְפָנֶיךָ כְּשִׂמְחַת בַּקָּצִיר כַּאֲשֶׁר יָגִילוּ בְּחַלְּקָם שָׁלָל ׃"
14,4,"כִּי אֶת־עֹל סֻבֳּלוֹ וְאֵת מַטֵּה שִׁכְמוֹ שֵׁבֶט הַנֹּגֵשׂ בּוֹ הַחִתֹּתָ כְּיוֹם מִדְיָן ׃"
14,5,"כִּי כָל־סְאוֹן סֹאֵן בְּרַעַשׁ וְשִׂמְלָה מְגוֹלָלָה בְדָמִים וְהָיְתָה לִשְׂרֵפָה מַאֲכֹלֶת אֵשׁ ׃"
14,6,"כִּי־יֶלֶד יֻלַּד־לָנוּ בֵּן נִתַּן־לָנוּ וַתְּהִי הַמִּשְׂרָה עַל־שִׁכְמוֹ וַיִּקְרָא שְׁמוֹ פֶּלֶא יוֹעֵץ אֵל גִּבּוֹר אֲבִיעַד שַׂר־שָׁלוֹם ׃"
14,7,"לְמַרְבֵּה (לְמַרְבֵּה) הַמִּשְׂרָה וּלְשָׁלוֹם אֵין־קֵץ עַל־כִּסֵּא דָוִד וְעַל־מַמְלַכְתּוֹ לְהָכִין אֹתָהּ וּלְסַעֲדָהּ בְּמִשְׁפָּט וּבִצְדָקָה מֵעַתָּה וְעַד־עוֹלָם קִנְאַת יְהוָה צְבָאוֹת תַּעֲשֶׂה־זֹּאת ׃"
14,8,"דָּבָר שָׁלַח אֲדֹנָי בְּיַעֲקֹב וְנָפַל בְּיִשְׂרָאֵל ׃"
14,9,"וְיָדְעוּ הָעָם כֻּלּוֹ אֶפְרַיִם וְיוֹשֵׁב שֹׁמְרוֹן בְּגַאֲוָה וּבְגֹדֶל לֵבָב לֵאמֹר ׃"
14,10,"לְבֵנִים נָפָלוּ וְגָזִית נִבְנֶה שִׁקְמִים גֻּדָּעוּ וַאֲרָזִים נַחֲלִיף ׃"
14,11,"וַיְשַׂגֵּב יְהוָה אֶת־צָרֵי רְצִין עָלָיו וְאֶת־אֹיְבָיו יְסַכְסֵךְ ׃"
14,12,"אֲרָם מִקֶּדֶם וּפְלִשְׁתִּים מֵאָחוֹר וַיֹּאכְלוּ אֶת־יִשְׂרָאֵל בְּכָל־פֶּה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
14,13,"וְהָעָם לֹא־שָׁב עַד־הַמַּכֵּהוּ וְאֶת־יְהוָה צְבָאוֹת לֹא דָרָשׁוּ ׃"
14,14,"וַיַּכְרֵת יְהוָה מִיִּשְׂרָאֵל רֹאשׁ וְזָנָב כִּפָּה וְאַגְמוֹן יוֹם אֶחָד ׃"
14,15,"זָקֵן וּנְשׂוּא־פָנִים הוּא הָרֹאשׁ וְנָבִיא מוֹרֶה־שֶּׁקֶר הוּא הַזָּנָב ׃"
14,16,"וַיִּהְיוּ מְאַשְּׁרֵי הָעָם־הַזֶּה מַתְעִים וּמְאֻשָּׁרָיו מְבֻלָּעִים ׃"
14,17,"עַל־כֵּן עַל־בַּחוּרָיו לֹא־יִשְׂמַח אֲדֹנָי וְאֶת־יְתֹמָיו וְאֶת־אַלְמְנֹתָיו לֹא יְרַחֵם כִּי כֻלּוֹ חָנֵף וּמֵרַע וְכָל־פֶּה דֹּבֵר נְבָלָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
14,18,"כִּי־בָעֲרָה כָאֵשׁ רִשְׁעָה שָׁמִיר וָשַׁיִת תֹּאכֵל וַתִּצַּת בְּסִבְכֵי הַיַּעַר וַיִּתְאַבְּכוּ גֵּאוּת עָשָׁן ׃"
14,19,"בְּעֶבְרַת יְהוָה צְבָאוֹת נֶעְתַּם אָרֶץ וַיְהִי הָעָם כְּמַאֲכֹלֶת אֵשׁ אִישׁ אֶל־אָחִיו לֹא יַחְמֹלוּ ׃"
14,20,"וַיִּגְזֹר עַל־יָמִין וְרָעֵב וַיֹּאכַל עַל־שְׂמֹאול וְלֹא שָׂבֵעוּ אִישׁ בְּשַׂר־זְרֹעוֹ יֹאכֵלוּ ׃"
14,21,"מְנַשֶּׁה אֶת־אֶפְרַיִם וְאֶפְרַיִם אֶת־מְנַשֶּׁה יַחְדָּו הֵמָּה עַל־יְהוּדָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
15,1,"כִּי לֹא מוּעָף לַאֲשֶׁר מוּצָק לָהּ כָּעֵת הָרִאשׁוֹן הֵקַל אַרְצָה זְבֻלוּן וְאַרְצָה נַפְתָּלִי וְהָאַחֲרוֹן הִכְבִּיד דֶּרֶךְ הַיָּם עֵבֶר הַיַּרְדֵּן גְּלִיל הַגּוֹיִם ׃"
15,2,"הָעָם הַהֹלְכִים בַּחֹשֶׁךְ רָאוּ אוֹר גָּדוֹל יֹשְׁבֵי בְּאֶרֶץ צַלְמָוֶת אוֹר נָגַהּ עֲלֵיהֶם ׃"
15,3,"הִרְבִּיתָ הַגּוֹי לֹא (לוֹ) הִגְדַּלְתָּ הַשִּׂמְחָה שָׂמְחוּ לְפָנֶיךָ כְּשִׂמְחַת בַּקָּצִיר כַּאֲשֶׁר יָגִילוּ בְּחַלְּקָם שָׁלָל ׃"
15,4,"כִּי אֶת־עֹל סֻבֳּלוֹ וְאֵת מַטֵּה שִׁכְמוֹ שֵׁבֶט הַנֹּגֵשׂ בּוֹ הַחִתֹּתָ כְּיוֹם מִדְיָן ׃"
15,5,"כִּי כָל־סְאוֹן סֹאֵן בְּרַעַשׁ וְשִׂמְלָה מְגוֹלָלָה בְדָמִים וְהָיְתָה לִשְׂרֵפָה מַאֲכֹלֶת אֵשׁ ׃"
15,6,"כִּי־יֶלֶד יֻלַּד־לָנוּ בֵּן נִתַּן־לָנוּ וַתְּהִי הַמִּשְׂרָה עַל־שִׁכְמוֹ וַיִּקְרָא שְׁמוֹ פֶּלֶא יוֹעֵץ אֵל גִּבּוֹר אֲבִיעַד שַׂר־שָׁלוֹם ׃"
15,7,"לְמַרְבֵּה (לְמַרְבֵּה) הַמִּשְׂרָה וּלְשָׁלוֹם אֵין־קֵץ עַל־כִּסֵּא דָוִד וְעַל־מַמְלַכְתּוֹ לְהָכִין אֹתָהּ וּלְסַעֲדָהּ בְּמִשְׁפָּט וּבִצְדָקָה מֵעַתָּה וְעַד־עוֹלָם קִנְאַת יְהוָה צְבָאוֹת תַּעֲשֶׂה־זֹּאת ׃"
15,8,"דָּבָר שָׁלַח אֲדֹנָי בְּיַעֲקֹב וְנָפַל בְּיִשְׂרָאֵל ׃"
15,9,"וְיָדְעוּ הָעָם כֻּלּוֹ אֶפְרַיִם וְיוֹשֵׁב שֹׁמְרוֹן בְּגַאֲוָה וּבְגֹדֶל לֵבָב לֵאמֹר ׃"
15,10,"לְבֵנִים נָפָלוּ וְגָזִית נִבְנֶה שִׁקְמִים גֻּדָּעוּ וַאֲרָזִים נַחֲלִיף ׃"
15,11,"וַיְשַׂגֵּב יְהוָה אֶת־צָרֵי רְצִין עָלָיו וְאֶת־אֹיְבָיו יְסַכְסֵךְ ׃"
15,12,"אֲרָם מִקֶּדֶם וּפְלִשְׁתִּים מֵאָחוֹר וַיֹּאכְלוּ אֶת־יִשְׂרָאֵל בְּכָל־פֶּה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
15,13,"וְהָעָם לֹא־שָׁב עַד־הַמַּכֵּהוּ וְאֶת־יְהוָה צְבָאוֹת לֹא דָרָשׁוּ ׃"
15,14,"וַיַּכְרֵת יְהוָה מִיִּשְׂרָאֵל רֹאשׁ וְזָנָב כִּפָּה וְאַגְמוֹן יוֹם אֶחָד ׃"
15,15,"זָקֵן וּנְשׂוּא־פָנִים הוּא הָרֹאשׁ וְנָבִיא מוֹרֶה־שֶּׁקֶר הוּא הַזָּנָב ׃"
15,16,"וַיִּהְיוּ מְאַשְּׁרֵי הָעָם־הַזֶּה מַתְעִים וּמְאֻשָּׁרָיו מְבֻלָּעִים ׃"
15,17,"עַל־כֵּן עַל־בַּחוּרָיו לֹא־יִשְׂמַח אֲדֹנָי וְאֶת־יְתֹמָיו וְאֶת־אַלְמְנֹתָיו לֹא יְרַחֵם כִּי כֻלּוֹ חָנֵף וּמֵרַע וְכָל־פֶּה דֹּבֵר נְבָלָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
15,18,"כִּי־בָעֲרָה כָאֵשׁ רִשְׁעָה שָׁמִיר וָשַׁיִת תֹּאכֵל וַתִּצַּת בְּסִבְכֵי הַיַּעַר וַיִּתְאַבְּכוּ גֵּאוּת עָשָׁן ׃"
15,19,"בְּעֶבְרַת יְהוָה צְבָאוֹת נֶעְתַּם אָרֶץ וַיְהִי הָעָם כְּמַאֲכֹלֶת אֵשׁ אִישׁ אֶל־אָחִיו לֹא יַחְמֹלוּ ׃"
15,20,"וַיִּגְזֹר עַל־יָמִין וְרָעֵב וַיֹּאכַל עַל־שְׂמֹאול וְלֹא שָׂבֵעוּ אִישׁ בְּשַׂר־זְרֹעוֹ יֹאכֵלוּ ׃"
15,21,"מְנַשֶּׁה אֶת־אֶפְרַיִם וְאֶפְרַיִם אֶת־מְנַשֶּׁה יַחְדָּו הֵמָּה עַל־יְהוּדָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
16,1,"כִּי לֹא מוּעָף לַאֲשֶׁר מוּצָק לָהּ כָּעֵת הָרִאשׁוֹן הֵקַל אַרְצָה זְבֻלוּן וְאַרְצָה נַפְתָּלִי וְהָאַחֲרוֹן הִכְבִּיד דֶּרֶךְ הַיָּם עֵבֶר הַיַּרְדֵּן גְּלִיל הַגּוֹיִם ׃"
16,2,"הָעָם הַהֹלְכִים בַּחֹשֶׁךְ רָאוּ אוֹר גָּדוֹל יֹשְׁבֵי בְּאֶרֶץ צַלְמָוֶת אוֹר נָגַהּ עֲלֵיהֶם ׃"
16,3,"הִרְבִּיתָ הַגּוֹי לֹא (לוֹ) הִגְדַּלְתָּ הַשִּׂמְחָה שָׂמְחוּ לְפָנֶיךָ כְּשִׂמְחַת בַּקָּצִיר כַּאֲשֶׁר יָגִילוּ בְּחַלְּקָם שָׁלָל ׃"
16,4,"כִּי אֶת־עֹל סֻבֳּלוֹ וְאֵת מַטֵּה שִׁכְמוֹ שֵׁבֶט הַנֹּגֵשׂ בּוֹ הַחִתֹּתָ כְּיוֹם מִדְיָן ׃"
16,5,"כִּי כָל־סְאוֹן סֹאֵן בְּרַעַשׁ וְשִׂמְלָה מְגוֹלָלָה בְדָמִים וְהָיְתָה לִשְׂרֵפָה מַאֲכֹלֶת אֵשׁ ׃"
16,6,"כִּי־יֶלֶד יֻלַּד־לָנוּ בֵּן נִתַּן־לָנוּ וַתְּהִי הַמִּשְׂרָה עַל־שִׁכְמוֹ וַיִּקְרָא שְׁמוֹ פֶּלֶא יוֹעֵץ אֵל גִּבּוֹר אֲבִיעַד שַׂר־שָׁלוֹם ׃"
16,7,"לְמַרְבֵּה (לְמַרְבֵּה) הַמִּשְׂרָה וּלְשָׁלוֹם אֵין־קֵץ עַל־כִּסֵּא דָוִד וְעַל־מַמְלַכְתּוֹ לְהָכִין אֹתָהּ וּלְסַעֲדָהּ בְּמִשְׁפָּט וּבִצְדָקָה מֵעַתָּה וְעַד־עוֹלָם קִנְאַת יְהוָה צְבָאוֹת תַּעֲשֶׂה־זֹּאת ׃"
16,8,"דָּבָר שָׁלַח אֲדֹנָי בְּיַעֲקֹב וְנָפַל בְּיִשְׂרָאֵל ׃"
16,9,"וְיָדְעוּ הָעָם כֻּלּוֹ אֶפְרַיִם וְיוֹשֵׁב שֹׁמְרוֹן בְּגַאֲוָה וּבְגֹדֶל לֵבָב לֵאמֹר ׃"
16,10,"לְבֵנִים נָפָלוּ וְגָזִית נִבְנֶה שִׁקְמִים גֻּדָּעוּ וַאֲרָזִים נַחֲלִיף ׃"
16,11,"וַיְשַׂגֵּב יְהוָה אֶת־צָרֵי רְצִין עָלָיו וְאֶת־אֹיְבָיו יְסַכְסֵךְ ׃"
16,12,"אֲרָם מִקֶּדֶם וּפְלִשְׁתִּים מֵאָחוֹר וַיֹּאכְלוּ אֶת־יִשְׂרָאֵל בְּכָל־פֶּה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
16,13,"וְהָעָם לֹא־שָׁב עַד־הַמַּכֵּהוּ וְאֶת־יְהוָה צְבָאוֹת לֹא דָרָשׁוּ ׃"
16,14,"וַיַּכְרֵת יְהוָה מִיִּשְׂרָאֵל רֹאשׁ וְזָנָב כִּפָּה וְאַגְמוֹן יוֹם אֶחָד ׃"
16,15,"זָקֵן וּנְשׂוּא־פָנִים הוּא הָרֹאשׁ וְנָבִיא מוֹרֶה־שֶּׁקֶר הוּא הַזָּנָב ׃"
16,16,"וַיִּהְיוּ מְאַשְּׁרֵי הָעָם־הַזֶּה מַתְעִים וּמְאֻשָּׁרָיו מְבֻלָּעִים ׃"
16,17,"עַל־כֵּן עַל־בַּחוּרָיו לֹא־יִשְׂמַח אֲדֹנָי וְאֶת־יְתֹמָיו וְאֶת־אַלְמְנֹתָיו לֹא יְרַחֵם כִּי כֻלּוֹ חָנֵף וּמֵרַע וְכָל־פֶּה דֹּבֵר נְבָלָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
16,18,"כִּי־בָעֲרָה כָאֵשׁ רִשְׁעָה שָׁמִיר וָשַׁיִת תֹּאכֵל וַתִּצַּת בְּסִבְכֵי הַיַּעַר וַיִּתְאַבְּכוּ גֵּאוּת עָשָׁן ׃"
16,19,"בְּעֶבְרַת יְהוָה צְבָאוֹת נֶעְתַּם אָרֶץ וַיְהִי הָעָם כְּמַאֲכֹלֶת אֵשׁ אִישׁ אֶל־אָחִיו לֹא יַחְמֹלוּ ׃"
16,20,"וַיִּגְזֹר עַל־יָמִין וְרָעֵב וַיֹּאכַל עַל־שְׂמֹאול וְלֹא שָׂבֵעוּ אִישׁ בְּשַׂר־זְרֹעוֹ יֹאכֵלוּ ׃"
16,21,"מְנַשֶּׁה אֶת־אֶפְרַיִם וְאֶפְרַיִם אֶת־מְנַשֶּׁה יַחְדָּו הֵמָּה עַל־יְהוּדָה בְּכָל־זֹאת לֹא־שָׁב אַפּוֹ וְעוֹד יָדוֹ נְטוּיָה ׃"
17,1,"כִּי לֹא מוּעָף לַאֲשֶׁר מוּצָק לָהּ כָּעֵת הָרִאשׁוֹן הֵקַל אַרְצָה זְבֻלוּן וְאַרְצָה נַפְתָּלִי וְהָאַחֲרוֹן הִכְבִּיד דֶּרֶךְ הַיָּם עֵבֶר הַיַּרְדֵּן גְּלִיל הַגּוֹיִם ׃"
17,2,"הָעָם הַהֹלְכִים בַּחֹשֶׁךְ רָאוּ אוֹר גָּדוֹל יֹשְׁבֵי בְּאֶרֶץ צַלְמָוֶת אוֹר נָגַהּ עֲלֵיהֶם ׃"
17,3,"הִרְבִּיתָ הַגּוֹי לֹא (לוֹ) הִגְדַּלְתָּ הַשִּׂמְחָה שָׂמְחוּ לְפָנֶיךָ כְּשִׂמְחַת בַּקָּצִיר כַּאֲשֶׁר יָגִילוּ בְּחַלְּקָם שָׁלָל ׃"
17,4,"כִּי אֶת־עֹל סֻבֳּלוֹ וְאֵת מַטֵּה שִׁכְמוֹ שֵׁבֶט הַנֹּגֵשׂ בּוֹ הַחִתֹּתָ כְּיוֹם מִדְיָן ׃"
17,5,"כִּי כָל־סְאוֹן סֹאֵן בְּרַעַשׁ וְשִׂמְלָה מְגוֹלָלָה בְדָמִים וְהָיְתָה לִשְׂרֵפָה מַאֲכֹלֶת אֵשׁ ׃"
17,6,"כִּי־יֶלֶד יֻלַּד־לָנוּ בֵּן נִתַּן־לָנוּ וַתְּהִי הַמִּשְׂרָה עַל־שִׁכְמוֹ וַיִּקְרָא שְׁמוֹ פֶּלֶא יוֹעֵץ אֵל גִּבּוֹר אֲבִיעַד שַׂר־שָׁלוֹם ׃"
17,7,"לְמַרְבֵּה (לְמַרְבֵּה) הַמִּשְׂרָה וּלְשָׁלוֹם אֵין־קֵץ עַל־כִּסֵּא דָוִד וְעַל־מַמְלַכְתּוֹ לְהָכִין אֹתָהּ וּלְסַעֲדָהּ בְּמִשְׁפָּט וּבִצְדָקָה מֵעַתָּה וְעַד־עוֹלָם קִנְאַת יְהוָה צְבָאוֹת תַּעֲשֶׂה־זֹּאת ׃"
17,8,"דָּבָר שָׁלַח אֲדֹנָי בְּיַעֲקֹב וְנָפַל בְּיִשְׂרָאֵל ׃"
17,9,"וְיָדְעוּ הָעָם כֻּלּוֹ אֶפְרַיִם וְיוֹשֵׁב שֹׁמְרוֹן בְּגַאֲוָה וּבְגֹדֶל לֵבָב לֵאמֹר ׃"
17,10,"לְבֵנִים נָפָלוּ וְגָזִית נִבְנֶה שִׁקְמִים גֻּדָּעוּ וַאֲרָזִים נַחֲלִיף ׃"
